		Sample ID: X2536.KZ.14.FS.count	Sample ID: X2536.KZ.18.FS.count	Sample ID: X2536.KZ.23.FS.count	Sample ID: X2536.KZ.7.FS.count	Sample ID: X2536.KZ.1.FS.count	Sample ID: X2536.KZ.10.FS.count	Sample ID: X2536.KZ.16.FS.count	Sample ID: X2536.KZ.17.FS.count	Sample ID: X2536.KZ.25.FS.count	Sample ID: X2536.KZ.28.FS.count	Sample ID: X2536.KZ.33.FS.count	Sample ID: X2536.KZ.34.FS.count	Sample ID: X2536.KZ.4.FS.count
		Subtype: IMU	Subtype: IMU	Subtype: IMU	Subtype: IMU	Subtype: KRT	Subtype: KRT	Subtype: KRT	Subtype: KRT	Subtype: KRT	Subtype: KRT	Subtype: KRT	Subtype: KRT	Subtype: KRT
Genes: CD40	Pathways: immune response	0.9704703467194791	0.7424320750822084	0.9283075569745587	1.0188184602479988	-1.141482013028841	-0.20553527060198107	-0.349413583925811	-0.23247969540177094	-0.3927729200514509	0.1198242678059187	-0.10442993227509101	0.07574153598078892	-1.4294808275260111
Genes: CD4	Pathways: immune response	1.2663823915076344	-0.008014025523135793	0.7160934529288738	-0.30557072177194566	0.2319344349870942	1.2644850833858445	-0.7887621584691562	-0.8705943828570559	-1.051873076868846	-0.0349747533282061	0.3590969286045542	0.28637756540329384	-1.0645807379989458
Genes: IL7R	Pathways: immune response	2.7902676110931353	0.048064659818394695	-0.7335396713923847	-0.431058556924655	0.11529061953884501	-0.38105050374273475	-0.8439138262120549	-0.8144316992228751	-0.6110792721229847	1.1242515611089745	-0.10154400419571541	1.084913777544715	-1.2461706952906448
Genes: HLA-DQB2	Pathways: immune response	1.1432084169999195	0.7399847311447489	2.131959359918599	2.3730054265810994	-0.847037629621961	0.8373374441824191	-0.5637143464400207	-1.866590643191761	-0.484568960014081	-0.10257948572870079	-1.0865843976574108	-0.10284483372900066	-2.171575082443855
Genes: KIT	Pathways: immune response	0.14921513742887615	2.304098430159656	0.701511700710836	1.6634706285515461	-0.6851147904929742	0.005571658122626388	-0.4437089360428641	-1.768202480008334	-0.6270013210122038	-1.048057610412914	-0.23147094998919426	1.5669479191761457	-1.587259386191214
Genes: FOXP3	Pathways: immune response	1.715260731586338	0.18632516804945753	0.5321928966965777	0.2963047590200176	0.342929753239658	-0.1647923770517825	-0.5403821705201324	-0.5089182927510625	-0.4768150409229923	-0.4437311702887823	0.06935884716351781	0.31037710324075807	-1.3181102074615723
Genes: NFKB2	Pathways: immune response	0.4719846142464279	1.293229916605208	1.0109234935247375	1.2276022342525277	-0.1839550884014125	-0.6609703315415425	-1.1231870661972518	-0.3148641478626324	-1.0991162204007523	-0.08709786346556214	-0.20476556818621194	0.30285923760288824	-0.6326432101764121
Genes: BCL2	Pathways: immune response	1.5922351114060476	0.9896725741521868	1.6019717603859274	2.7339125018794963	-0.6286373212333931	-0.8574762907190028	-2.2683217679967234	-0.15700938367238315	-2.151762355577633	0.5516963984994865	-0.34819112938754326	0.6254795222427774	-1.6835696199792327
Genes: VIM	Pathways: Mesenchymal differentiation	0.6134126732317213	-0.9537721081183994	0.4784615063531312	0.041965894515920255	0.21125817183964024	0.36185578433333987	0.4331212001928808	-1.2092823638826298	0.49397912331304106	-0.052097752670119846	-0.06813990879770948	0.08553412360568124	-0.4362963439164993
Genes: SNAI1	Pathways: Mesenchymal differentiation	-1.0393917545001274	0.6385443008806244	-1.6384956652312388	-0.6144002187165154	0.08853268500723455	1.2841363178863445	0.5897398765334145	-0.008320501853605444	0.7447988431341348	0.17945222428715457	-0.9900493801633594	0.2929422276695546	0.47251104506638475
Genes: ZEB1	Pathways: Mesenchymal differentiation	0.6835071953032248	0.4501885746033052	1.3808694219206954	-0.19957448077011453	0.12622393014410527	-0.5153263403227353	0.46669059777629496	-0.927103550675465	0.624275123228605	-0.12114504939649517	-0.2193785924908047	-1.0128143935245948	-0.7364124357960149
Genes: SPRR3	Pathways: Mesenchymal differentiation	3.832070580856331	-1.515371413691359	-0.7900841215010894	-0.7101157232665791	2.3469681102349513	0.9288741103964107	-5.700254381577344	4.703166307674471	-7.640635893503859	0.9434039395099907	0.4851107332596305	2.412227383033411	0.7046403685750313
Genes: TGM1	Pathways: Keratinization	1.4919167334631291	-2.420803537435941	-2.082014429074181	-1.4802775324544912	1.5576842353376286	-0.1801731748804114	-1.292859992550381	2.7200946961045087	-1.505687152824331	1.2517269958518593	1.042888171724269	1.2150470503446087	-0.3175420636062709
Genes: CDH3	Pathways: Keratinization	-0.9649254111348311	-1.758089950756581	-1.8168115650024417	-1.9736949752767012	0.9763745484881294	0.2607220547017288	1.0067055246226388	0.3176801098673785	1.0543824197925389	1.0883989810779795	0.03388098201181844	0.960082307071259	0.815294974537089
Genes: SFN	Pathways: Keratinization	-0.7279682332363997	-1.1679483725286497	-1.58626582994465	-1.89355846155195	0.28573936025841107	0.2823025799379604	1.31349500263725	0.9925414859599702	1.1866406076015306	1.309885291018821	0.3367371287772798	1.4713294888159005	-1.8029300477454697
Genes: TP63	Pathways: Keratinization	-1.7629208469255548	-1.067231101489904	0.16834243566061602	-0.456463603426565	-0.41839221126790527	-0.5546137278705245	0.9296542376162247	1.072354666274526	1.0110206955911263	0.23569825217992602	0.014408132320655298	0.16370340590847476	0.6644396654288958
Genes: MAPK14	Pathways: Keratinization	0.2636084533634957	-0.8650329809943837	0.05663595700443569	-0.3553748803225938	-0.16186951871140387	0.03609651886033571	0.10661668912207567	0.4813855604520958	0.1571399612912856	0.18261227565273597	0.3755383602145663	-0.021348041151574293	-0.2560083547810539
Genes: AKT1	Pathways: Oxidation-reduction process	-0.6197866999224946	0.0800487376355159	-0.6058683677754741	-0.9092185894359641	0.3249028202393358	0.020169632293495887	0.5479801999018656	-0.08363582047475493	0.38176148298824586	0.15370020395794537	0.16824836729641568	0.007866119958805484	0.5338319133370453
Genes: MAOA	Pathways: Oxidation-reduction process	-0.9916658867901305	-0.22587796185274023	-0.9581622536904302	-1.6205242699189801	0.2618429977946599	1.5592435342540298	0.6259500332380998	0.9001906761499701	0.6084605860849699	0.8513353185968793	0.3077717036065497	1.9579883848120394	-3.2765528622849303
Genes: PPARD	Pathways: Oxidation-reduction process	-0.09690625365483907	-0.9155641711760287	-1.0153114581546392	-0.5943766998816491	0.7997305357324116	-0.3518631513143893	0.49296358432006127	1.0195983635223316	0.39162417524388093	0.1428331927739812	-0.2988389351402585	0.1518035788910712	0.2743072388380714
Genes: CDH1	Pathways: Oxidation-reduction process	-1.370590823848425	-1.3194457056068352	-0.4960447908701351	-1.4459909485856555	-0.019739555856414626	-0.2187116748353155	0.49407605490798545	0.5745303965485444	0.4723372041440257	0.9900338379413451	0.521505539125414	0.3815919595013355	1.4364485074341342
Genes: TJP1	Pathways: cell adhension	-0.09800302507706427	-1.063647930764354	-0.2898265734573444	-2.4464698286898336	0.9212003102766158	0.4138240272665463	0.10345043859657554	0.9251134230936664	0.0758440722957161	0.1136574545047262	0.4864149084720566	0.9307380845475564	-0.07229536106486378
Genes: DSG3	Pathways: cell adhension	-1.0658065452449499	-4.45960971799922	-2.3860808332347396	-1.2484265727614492	1.208935471294641	1.481885969506541	0.38686991353714006	0.675677175907941	0.41955624127330005	0.8018146666708414	2.26307325504094	2.10790282152284	-0.18579184551382966
Genes: KRT16	Pathways: cell adhension	-1.8582145354684085	-2.402471332410278	-4.350744302297288	-2.809761712165928	1.3515419637109511	0.9720424323287711	3.247778725305321	0.6962611597865216	3.0587269490995217	-1.203275725104998	-0.2536698320846478	3.319481779050622	0.23230443024984204
