,,Sample ID: X2536.KZ.14.FS.count,Sample ID: X2536.KZ.18.FS.count,Sample ID: X2536.KZ.23.FS.count,Sample ID: X2536.KZ.7.FS.count,Sample ID: X2536.KZ.1.FS.count,Sample ID: X2536.KZ.10.FS.count,Sample ID: X2536.KZ.16.FS.count,Sample ID: X2536.KZ.17.FS.count,Sample ID: X2536.KZ.25.FS.count,Sample ID: X2536.KZ.28.FS.count,Sample ID: X2536.KZ.33.FS.count,Sample ID: X2536.KZ.34.FS.count,Sample ID: X2536.KZ.4.FS.count
,,Subtype: IMU,Subtype: IMU,Subtype: IMU,Subtype: IMU,Subtype: KRT,Subtype: KRT,Subtype: KRT,Subtype: KRT,Subtype: KRT,Subtype: KRT,Subtype: KRT,Subtype: KRT,Subtype: KRT
Genes: CD40,Pathways: immune response,0.9719633834257517,0.7372379871711918,0.9402233550683321,1.0167019436694624,-1.1507839687906478,-0.2054208536589579,-0.35329671054918776,-0.23189512462947803,-0.3872123040198878,0.11323628566790189,-0.10446608847170813,0.07528525874704206,-1.421573163629808
Genes: CD4,Pathways: immune response,1.2678829678098387,-0.013218215864981175,0.7280472171157584,-0.3076859106467218,0.2224635724807884,1.264601705353349,-0.792668897962411,-0.8700047082295015,-1.0462782402807917,-0.041596264803831495,0.35906202202325854,0.28592022849693866,-1.0565254754917017
Genes: IL7R,Pathways: immune response,2.7917704220987627,0.04285161782978264,-0.7215889709397576,-0.43317752999649795,0.10580724043016243,-0.38093297791929803,-0.8478316939271773,-0.8138399541819581,-0.6054604234992675,1.1176136674016224,-0.1015782947037076,1.084456033709702,-1.2380891363023778
Genes: HLA-DQB2,Pathways: immune response,1.1447145024354781,0.7348293552529981,2.1439051713014083,2.3709018906723185,-0.8562397472016019,0.837468043859388,-0.5675313778631721,-1.866007532889282,-0.4790479637106517,-0.10909094238100181,-1.086598091316072,-0.10327901561380193,-2.164024292546007
Genes: KIT,Pathways: immune response,0.1507096705248836,2.298887044307363,0.7134337442364531,1.6613533335459536,-0.6944912704856168,0.005690005172573009,-0.4475936562281668,-1.7676192705604667,-0.621434477790467,-1.054591905342837,-0.2315031172568469,1.5664917155453333,-1.5793318156681568
Genes: FOXP3,Pathways: immune response,1.7167622068006736,0.18115229338517302,0.544095166433423,0.29420166392986324,0.33350885579797307,-0.16467186351540697,-0.544250990248687,-0.508328589723257,-0.47125389040851706,-0.4502832337579168,0.06932856220149297,0.3099261637071935,-1.3101863446020068
Genes: NFKB2,Pathways: immune response,0.473483297556057,1.2880136596908969,1.0228828523194569,1.2254796818930966,-0.19342388794565313,-0.6608545663269334,-1.1270935242321833,-0.31427473034997355,-1.0935182072937035,-0.09372316672301295,-0.2048014649928529,0.3024004838234866,-0.6245704274186732
Genes: BCL2,Pathways: immune response,1.5937366681046115,0.9844543784153812,1.6139429867584507,2.731788684315342,-0.6381180652998788,-0.8573598089916885,-2.2722298954926288,-0.15641826429791905,-2.1461584333136186,0.5450581315872212,-0.3482265046253987,0.6250207512443211,-1.675490628404189
Genes: VIM,Pathways: Mesenchymal differentiation,0.6149132221841427,-0.9589895077191279,0.4904318923779627,0.03984165380517268,0.20176459330079233,0.3619710395361917,0.42919278530766114,-1.2086922726900085,0.49960496171395263,-0.058738749679008606,-0.06817657049017889,0.08507411200502268,-0.42819715965256844
Genes: SNAI1,Pathways: Mesenchymal differentiation,-1.037927318067493,0.6335280637194667,-1.6278937905786086,-0.6163161506175832,0.07946486663914687,1.2843208680864766,0.5859866947096468,-0.00767718494291314,0.7503668363509668,0.17311545316601684,-0.9899986106549852,0.2925714333497669,0.480458838840097
Genes: ZEB1,Pathways: Mesenchymal differentiation,0.6850056849168231,0.4449747740896237,1.392832831205923,-0.2016943472004069,0.11674596883408306,-0.5152114378163866,0.4627669037327431,-0.9265153095661063,0.6298941766069834,-0.12777310535442687,-0.21941535361161701,-1.0132722710570068,-0.7283385147802468
Genes: SPRR3,Pathways: Mesenchymal differentiation,3.8337491619804522,-1.5203739218232881,-0.777986284938808,-0.7120528157150083,2.3376538157289524,0.9291673732326524,-5.703428653223837,4.703934645163883,-7.637717498813178,0.9369472426191718,0.48525233809036195,2.4119453284322816,0.7129092692663619
Genes: TGM1,Pathways: Keratinization,1.4934253623429665,-2.425846217701184,-2.0703172769154436,-1.4823545437128738,1.5482164509084662,-0.1800469379177736,-1.2967204720963736,2.7206951947190863,-1.5001381293274338,1.245109915453006,1.042862456223796,1.2145987966965262,-0.3094845986727641
Genes: CDH3,Pathways: Keratinization,-0.9634255238124911,-1.7632953578406214,-1.804871271244151,-1.9758113511779607,0.9668825057479085,0.26083843263513895,1.0027785776260396,0.31827141775932866,1.060008848468068,1.081758637599468,0.033845497883248754,0.9596233925567388,0.8233961937992893
Genes: SFN,Pathways: Keratinization,-0.7264667958474327,-1.1731619038941021,-1.574309687315802,-1.8956771332142823,0.27624822098792823,0.2824195526105582,1.309567861692277,0.9931335622145872,1.192268528443397,1.3032443830390372,0.3367021672006869,1.4708710361473676,-1.7948397920642325
Genes: TP63,Pathways: Keratinization,-1.761420774284562,-1.072450801544031,0.1803144631712481,-0.45858814962847205,-0.42788681060924105,-0.554498431298331,0.9257249491774484,1.0729451511739487,1.0166477342050477,0.22905533116395738,0.01437144993938766,0.16324328068203897,0.6725426078515788
Genes: MAPK14,Pathways: Keratinization,0.26510781863022803,-0.870244659522192,0.06859742842512784,-0.357497260983342,-0.17135536055374256,0.036211454207617955,0.10269071346888747,0.4819753520529275,0.16276183868598793,0.17597431381771766,0.37550140068209803,-0.021807980708642205,-0.24791505820266213
Genes: AKT1,Pathways: Oxidation-reduction process,-0.6182874375590002,0.07483267500240043,-0.5939130012467899,-0.9113386257034497,0.31541436117204036,0.020285428699540198,0.5440539499158401,-0.08304530383237019,0.38738502326386026,0.14706317441514027,0.16821229921484981,0.007407019509190427,0.5419304371487499
Genes: MAOA,Pathways: Oxidation-reduction process,-0.9901555708041423,-0.23106629922399247,-0.9462338648418323,-1.6226134919043727,0.25238422482588696,1.5593752100867277,0.6220439566716376,0.9007969667520177,0.6140948226288971,0.8447179172368875,0.30775184425208746,1.9575449270040677,-3.2686406426838626
Genes: PPARD,Pathways: Oxidation-reduction process,-0.09540665865536635,-0.9207668397981861,-1.0033783722119765,-0.5964945325122564,0.7902443040418436,-0.3517465826582864,0.4890401750255835,1.0201896289293035,0.3972455048111536,0.1362012373030339,-0.2988740416576565,0.15134548715432317,0.28240069022848324
Genes: CDH1,Pathways: Oxidation-reduction process,-1.369091186173014,-1.324662681413984,-0.48407694442494353,-1.448113814280494,-0.029233167846003383,-0.21859643857175293,0.49014735956354727,0.575120748660936,0.47796324631868714,0.9833909524164461,0.5214687976423065,0.38113183235088677,1.4445512957573658
Genes: TJP1,Pathways: cell adhension,-0.0965030641510296,-1.0688638816059992,-0.2778606129660499,-2.44858816956529,0.9117056562172996,0.4139390932226208,0.09952261053249067,0.9257035925949806,0.08146856778060041,0.10701662789293032,0.48637803281631964,0.9302777904025907,-0.06419624317145978
Genes: DSG3,Pathways: cell adhension,-1.064306736443653,-4.464809712448484,-2.374118905785884,-1.2505513755434734,1.199438343834066,1.4820005921967656,0.38294012834826674,0.6762670028310662,0.4251824157015669,0.7951706424482659,2.2630358809413664,2.107441951680366,-0.1776902277602339
Genes: KRT16,Pathways: cell adhension,-1.8567055794362757,-2.407658343753236,-4.338951504831266,-2.8118618869392655,1.3420595254369942,0.972169490398965,3.2438610926203744,0.6968632450257246,3.0643657647746743,-1.2098952971285355,-0.2536945715778556,3.3190333347947742,0.24041473061493424
