,,Sample ID: X2536.KZ.14.FS.count,Sample ID: X2536.KZ.18.FS.count,Sample ID: X2536.KZ.23.FS.count,Sample ID: X2536.KZ.7.FS.count,Sample ID: X2536.KZ.1.FS.count,Sample ID: X2536.KZ.10.FS.count,Sample ID: X2536.KZ.16.FS.count,Sample ID: X2536.KZ.17.FS.count,Sample ID: X2536.KZ.25.FS.count,Sample ID: X2536.KZ.28.FS.count,Sample ID: X2536.KZ.33.FS.count,Sample ID: X2536.KZ.34.FS.count,Sample ID: X2536.KZ.4.FS.count
,,Subtype: IMU,Subtype: IMU,Subtype: IMU,Subtype: IMU,Subtype: KRT,Subtype: KRT,Subtype: KRT,Subtype: KRT,Subtype: KRT,Subtype: KRT,Subtype: KRT,Subtype: KRT,Subtype: KRT
Genes: CD40,Pathways: immune response,0.9247119450759618,0.705913879759712,0.8828269051123421,0.9897614195011517,-1.0221834374085979,-0.174048629098718,-0.370419511766618,-0.24493424777704798,-0.370419511766618,0.08907951344724196,-0.12949563140972797,0.08907951344724196,-1.369872207116318
Genes: CD4,Pathways: immune response,1.2449234019621782,0.0005888309430686078,0.7091925398229382,-0.290912363289622,0.2152400826814782,1.2504664773940082,-0.7846344382977017,-0.8460240722583916,-1.0476186555788214,-0.035039364511761484,0.3445123437739781,0.28692387293745814,-1.0476186555788214
Genes: IL7R,Pathways: immune response,2.7715392984007394,0.04903616124645893,-0.7180375129963412,-0.42162161103577134,0.1086240164202783,-0.370992075787151,-0.8495001292491517,-0.8088613316864617,-0.6095669161588413,1.1215866636716685,-0.11258042762116105,1.082155564293899,-1.2417816994981816
Genes: HLA-DQB2,Pathways: immune response,0.9878041821612276,0.6255999779004275,1.9795538828915173,2.210909611116837,-0.8186906617494727,0.7287293849962375,-0.5558568949593126,-1.5548539786583127,-0.5558568949593126,-0.12964559215118276,-0.9705600113322925,-0.12964559215118276,-1.8174874131051735
Genes: KIT,Pathways: immune response,0.10850851498143399,2.242615303577684,0.6664129211867045,1.6120902921731237,-0.6412912925843859,-0.0011648853311156948,-0.456932411959706,-1.640743987934086,-0.6412912925843859,-1.0015784596847959,-0.24287405522598604,1.5115536622601344,-1.5153043088746159
Genes: FOXP3,Pathways: immune response,1.6435608391975833,0.16727786155876334,0.4985768019573733,0.2575031578593334,0.3301060641426834,-0.1431711140197267,-0.5509596715529566,-0.47699078062836664,-0.47699078062836664,-0.39481701614487674,0.0588752406707731,0.30058441056564345,-1.2135550129778567
Genes: NFKB2,Pathways: immune response,0.4593575730164279,1.2826917657927979,1.0060750204572084,1.219953352084608,-0.18041668600540195,-0.6397957777441521,-1.1147007267900118,-0.32126485532401183,-1.082997686070772,-0.08612519290055154,-0.2143606828307023,0.300934276199448,-0.6293503798848921
Genes: BCL2,Pathways: immune response,1.574379613896821,0.9862846460625505,1.5973975236895503,2.726918797029641,-0.6392829730768996,-0.8472521983118497,-2.2428235531801297,-0.16723621878287975,-2.133906359034629,0.5487420031365104,-0.360832169428039,0.625009965203831,-1.6673990772044789
Genes: VIM,Pathways: Mesenchymal differentiation,0.6055900477724467,-0.9426450715040025,0.4843542478372971,0.047255111325757326,0.2041675593701573,0.3671547303290472,0.4255893712557075,-1.2085826223291223,0.48626287832507753,-0.0445019103921922,-0.07384140312466236,0.09226560635900771,-0.4430685452245129
Genes: SNAI1,Pathways: Mesenchymal differentiation,-0.6867447896541966,0.46012904778965447,-1.4177545180694047,-0.41540621728671856,-0.00957522692950552,1.0886115776814844,0.44944604943219435,-0.00957522692950552,0.5748857284916644,0.17033820171351444,-0.6867447896541966,0.17033820171351444,0.3120519617015043
Genes: ZEB1,Pathways: Mesenchymal differentiation,0.6666339528206553,0.45032814551695566,1.3718386827628457,-0.1882155751169341,0.11792313947718558,-0.5027614990352047,0.45642692179659594,-0.9181924301482045,0.6084221414291555,-0.11569597160238398,-0.23105724179986442,-0.9808795986936847,-0.7347706674071048
Genes: SPRR3,Pathways: Mesenchymal differentiation,3.590406116275166,-1.701306991310683,-0.9906479320865529,-0.9126317183761232,2.108973260396227,0.7140766316965168,-5.169358502412423,4.460842297108086,-5.752320038817129,0.7222510143575471,0.2641292067222567,2.185433411028427,0.480153245418677
Genes: TGM1,Pathways: Keratinization,1.4253728216889336,-2.3001995788161267,-2.0104087327399864,-1.3819262028481565,1.4957573691281936,-0.18352023710274645,-1.2330567106130763,2.6477078765542434,-1.4808653908091265,1.203725522611324,0.9942506236925639,1.1751536141713932,-0.35199097491743636
Genes: CDH3,Pathways: Keratinization,-0.9644993239940511,-1.737560246966221,-1.7881920905970716,-1.9517109046117511,0.9639697049528984,0.2625609294808191,0.9939744085110691,0.3064808379396089,1.040241359869289,1.0887617221258692,0.025810618635858873,0.9591842546319791,0.8009787300217086
Genes: SFN,Pathways: Keratinization,-0.7349412708988075,-1.1571409986101377,-1.5722024031597073,-1.8770794841283074,0.2758832103655626,0.28618622271429306,1.3026386322156123,0.9817074582862224,1.1766264960416022,1.3116872436207823,0.32892863026426244,1.4737619990908035,-1.7960557358021774
Genes: TP63,Pathways: Keratinization,-1.7632634090039225,-1.0589723080073323,0.17424103803503677,-0.44891032318792234,-0.4242920547659619,-0.5466715045515826,0.9222953847241069,1.064929175463238,1.003804035739737,0.2415514511365373,0.008005518125706601,0.1699280137590371,0.6573549825333274
Genes: MAPK14,Pathways: Keratinization,0.25412722919122466,-0.8493382781773855,0.061447020169824285,-0.3474839762018451,-0.16979514451633548,0.04291029528758461,0.10272044454429441,0.4711799966850343,0.14926146306628407,0.19055974297289424,0.3667317043704843,-0.014173245117925504,-0.25814725227412527
Genes: AKT1,Pathways: Oxidation-reduction process,-0.622778820257512,0.08385897181972801,-0.590660388074502,-0.8983499176438823,0.3178852659449678,0.02894836815170798,0.5373863509234882,-0.0870849177305919,0.372331489851768,0.1596573074387182,0.1580188654586676,0.01645689712903753,0.5243305269884075
Genes: MAOA,Pathways: Oxidation-reduction process,-0.9836084895651633,-0.24017548757009344,-0.9407278482483532,-1.571654660249953,0.22984119910633716,1.529832097703677,0.5909154188728465,0.8624970723552865,0.5701581057903171,0.8232444250262771,0.28183192454156725,1.9257734560833066,-3.077927213846043
Genes: PPARD,Pathways: Oxidation-reduction process,-0.10212635021916139,-0.9022672668159615,-1.0032099412384614,-0.5725230120128115,0.7883524914376885,-0.34347531134809106,0.48280526098179877,1.0047392095029286,0.3832740002599788,0.14576529289191864,-0.30430125976115097,0.1551645874639087,0.26780229885742823
Genes: CDH1,Pathways: Oxidation-reduction process,-1.370709566378534,-1.3071290008942738,-0.48952164880905347,-1.434173146804354,-0.026090377781653906,-0.21088502145997357,0.4864469486412357,0.5663603197620368,0.46415340966236585,0.9948042730275866,0.5130625634452066,0.3861013911641962,1.4275798564251971
Genes: TJP1,Pathways: cell adhension,-0.10316449887197354,-1.0522813344263842,-0.2843193965101536,-2.4227549019204337,0.9124551746636156,0.4195129527408161,0.0955770246243457,0.9159065653768765,0.06792117365057582,0.11768050126792584,0.4782908813641562,0.9340932968369069,-0.07891743879625412
Genes: DSG3,Pathways: cell adhension,-1.0727944477592146,-4.4268970384331645,-2.3736078737166846,-1.2408219589079348,1.1993242885845756,1.4850249291922157,0.3779114636295855,0.6660208604189961,0.4107874594542249,0.8053521281453158,2.2530728617641156,2.1109414085329146,-0.19431408090494529
Genes: KRT16,Pathways: cell adhension,-1.860429313763607,-2.3745010249400273,-4.257784561401737,-2.7653651076639467,1.3262433424675528,0.9622391111549531,3.220893083908024,0.6725770131244531,3.032110464915643,-1.2017290747883473,-0.2699149189080572,3.3058089545132923,0.20985203138180264
